epoch,generation,walltime_sec,pure_train_chi2,test_chi2,blip_train_chi2,bitflip_chi2,test1_frac,test2_frac,test3_frac,test4_frac,test5_frac,test6_frac,test7_frac,test8_frac,train1_frac,train2_frac,train3_frac,s1_blip_match_frac,s2_blip_match_frac,s3_blip_match_frac,bitflip_frac,other_frac,other_chi2,other_n_classes,l1_loss,l2_loss,regularization_loss,v,seed,zero_init,l1_scale,l2_scale,blip_freq,blip_mode,blip_sites,blip_release_prob,num_epoch,schedule_mode,replicate_uid
551,61600,24.682855367660522,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00030786765579964996,1.587918645520634e-07,6.742240030880827e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
552,61700,24.705666542053223,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05136123951309429,1880,0.0003089562064768897,1.5998506266549383e-07,6.766091075969761e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
553,61800,24.728567600250244,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00030903295734048753,1.6029383929353436e-07,6.76777701912985e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
554,62000,24.752090454101562,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052128304705603576,1878,0.00030847892380877833,1.5967360547672187e-07,6.755637440678215e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
555,62100,24.77503800392151,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.052128304705603576,1878,0.0003091022667556017,1.6023317602498523e-07,6.769293049624596e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
556,62200,24.798121213912964,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003102622718311964,1.6183569223665533e-07,6.794716008537386e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
557,62300,24.82113218307495,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003102622718311964,1.6183569223665533e-07,6.794716008537386e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
558,62400,24.844040393829346,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003113761315105365,1.6311212196001012e-07,6.819122649082884e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
559,62700,24.867159605026245,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031011062805977096,1.631751673635813e-07,6.791421976408295e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
560,62800,24.89014458656311,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00030905836148869355,1.6163308824631626e-07,6.768358561664183e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
561,63100,24.913186073303223,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003109569215284961,1.635277304161471e-07,6.809954039136687e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
562,63200,24.936041831970215,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031023291904454475,1.6302346146050145e-07,6.794096043652835e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
563,63300,24.958938598632812,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00030963082481417624,1.6267040022793496e-07,6.780909492786649e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
564,63400,24.98174738883972,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003104660380828064,1.6348234801638887e-07,6.799207738244944e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
565,63500,25.00455594062805,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00030991559226000673,1.632955032867904e-07,6.787154929133997e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
566,63800,25.02749800682068,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031320584777264716,1.6492174853273892e-07,6.859209520965369e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
567,63900,25.050356149673462,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05136123951309429,1880,0.00031283495947113054,1.6471219620363272e-07,6.851086794550917e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
568,64100,25.07316517829895,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031475304513020456,1.6581795953797677e-07,6.8930946991314e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
569,64200,25.096123456954956,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031642879808962683,1.6562564622658792e-07,6.929773277460236e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
570,64300,25.119154691696167,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031642879808962683,1.6562564622658792e-07,6.929773277460236e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
571,64400,25.14211678504944,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051361239513094306,1880,0.00031735782988248623,1.6720008873630466e-07,6.950139697813614e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
572,64500,25.16506004333496,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051361239513094306,1880,0.00031812842817780375,1.6716254854372662e-07,6.967007381234454e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
573,64600,25.18800973892212,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051361239513094306,1880,0.00031777347367750215,1.6619991409205977e-07,6.959219137168272e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
574,64800,25.211169004440308,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.00031977803300986757,1.6864085610909942e-07,7.003145318852075e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
575,64900,25.23449730873108,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003199180412247153,1.7021532570202978e-07,7.006240013597357e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
576,65000,25.25756311416626,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003202807708440095,1.6994225974289296e-07,7.014174976710484e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
577,65200,25.280721187591553,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.0513612395130943,1880,0.0003199224206560216,1.699282290839876e-07,7.006330424512909e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
578,65300,25.3037691116333,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.051745274115364996,1879,0.0003201570918194803,1.6990066397426932e-07,7.011466852543935e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
579,65400,25.326773166656494,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879157,1881,0.00032101282777878966,1.7107106561869288e-07,7.030221150324461e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
580,65500,25.349853038787842,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003211381800773983,1.7138688881698907e-07,7.032971112781772e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
581,65600,25.37316107749939,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879157,1881,0.00032274695296086425,1.7223400678574752e-07,7.068203246442248e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
582,65700,25.39596128463745,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.0513612395130943,1880,0.0003248887456641135,1.7419364203139062e-07,7.115124321786041e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
583,65900,25.418955326080322,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003245806766251868,1.7440856297099856e-07,7.108384774021788e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
584,66000,25.44197702407837,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003249358187323247,1.7509065308887589e-07,7.116171794459277e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
585,66300,25.464950561523438,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879157,1881,0.0003262359304931871,1.7523608234572997e-07,7.144634004060434e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
586,66400,25.487857341766357,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879157,1881,0.0003257878017175788,1.7532832694320444e-07,7.134826217809722e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
587,66500,25.510695934295654,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003268800389934621,1.757840773824977e-07,7.158743951037153e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
588,66700,25.533687591552734,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003271869657179493,1.7594996300627957e-07,7.165465728863029e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
589,66800,25.556694507598877,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003275275755588539,1.765144625655818e-07,7.172932403772058e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
590,67000,25.57961130142212,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003261602665123555,1.750853648889793e-07,7.142974855888354e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
591,67100,25.6024649143219,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00032652562935428443,1.7587315382527585e-07,7.150987616487967e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
592,67400,25.625455617904663,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003273390173212401,1.7764748917503878e-07,7.168826391456271e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
593,67500,25.648473501205444,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003274992327467676,1.795323408931502e-07,7.172369319303713e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
594,67600,25.67157530784607,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003281732180504724,1.7965486789924292e-07,7.187125185614926e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
595,67700,25.69459056854248,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003281732180504724,1.7965486789924292e-07,7.187125185614926e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
596,67800,25.71794557571411,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003289402193286032,1.7990139477957206e-07,7.203919527603936e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
597,68100,25.740946769714355,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003289241112176264,1.7966816628264146e-07,7.203562489713212e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
598,68200,25.76444935798645,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003313595258297344,1.8258385587765403e-07,7.256929113674561e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
599,68500,25.7874972820282,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00033152511473403065,1.8231989198819976e-07,7.260548839475706e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
600,68600,25.810913562774658,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05059015827245674,1882,0.0003313042733815912,1.8187949525644998e-07,7.255706254732905e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
601,68700,25.83378267288208,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05059015827245674,1882,0.00033144175073171765,1.8227742475747829e-07,7.258723194587692e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
602,68800,25.856704473495483,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05059015827245674,1882,0.0003328503036468161,1.835999230103794e-07,7.289581545366003e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
603,68900,25.879570484161377,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00033318397333439954,1.835734723496592e-07,7.29688507226465e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
604,69200,25.902456998825073,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003331769537223906,1.8377994018054263e-07,7.296735335846561e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
605,69300,25.92542600631714,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00033457338058680617,1.856758598774377e-07,7.327339142382859e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
606,69500,25.948309659957886,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00033799755246759515,1.8847463584590809e-07,7.40234744159673e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
607,69600,25.971360683441162,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00034028104685757154,1.9042710209214947e-07,7.452370230651992e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
608,69800,25.994375228881836,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.0003408958008701623,1.9034781350486662e-07,7.465825689504446e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
609,69900,26.01728367805481,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.000340313906795716,1.903431142723968e-07,7.4530879389294e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
610,70000,26.040205240249634,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.050590158272456734,1882,0.00034198601037004837,1.910724786433332e-07,7.489704144094583e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
611,70300,26.063624382019043,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.00034126457903646215,1.909559945486539e-07,7.473909799004582e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
612,70400,26.08804178237915,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.00034157399509363024,1.9163574736873127e-07,7.480695831799572e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
613,70500,26.11095643043518,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.00034157399509363024,1.9163574736873127e-07,7.480695831799572e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
614,70600,26.133834838867188,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.0003422241165954557,1.9189545926000585e-07,7.494931926000465e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
615,70700,26.156792163848877,1.0,1.0,1.0,0.9960959999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.998,0.05097620089879156,1881,0.00034359056949167686,1.929907355696652e-07,7.52486439014863e-05,16,20,False,0.995,0.005,0.66,fixed,0-4-8,0.0,100,none,b8ac0670-4ee4-4cdc-b9cd-137c6170b59c
